review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,,,,,,,,,
3,01-Mar-16,How is it to work at L&T,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW9760977.htm,Executive engineer,Former employee,New Delhi,,,,A good brand name on your CV,no MNC culture at all,,,,,,,,,
4,24-Apr-16,Good Place to Leran,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW10379000.htm,"Senior engineer, procurement","Current contractor, more than 1 year",Visakhapatnam,"Great Growth Environment.
Management cares for employee",Thre is no work life balance at L&T.,Show more,,,,,,,,,,,
4,28-May-16,Good Company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW10757636.htm,Senior executive,Current employee,Vadodara,"opportunity to learn.
Ethical Company.
Good for starting career",Low salary. Better place for diploma compared to Engineer,Show more,,,,,,,,,,,
4,05-Jun-16,Great place to start your career,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW10830999.htm,Senior engineer,Former employee,Chennai,"Conducive learning environment
Healthy work culture","Poor work life balance
Saturdays are not off",Show more,,,,,,,,,,,
3,02-Aug-16,Work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW11438402.htm,Qc engineer,"Current employee, less than 1 year",Visakhapatnam,Good exposure to the industrial environment,Slightly less salary but it is alright.,Show more,,,,,,,,,,,
4,31-Jul-16,NA,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW11414817.htm,Anonymous employee,"Current employee, more than 1 year",Mumbai,"Reputation
Initiatives
Investment in People
Infrastructure
Food at Canteen","Slow to react
Bureaucratic
Hierarchy oriented
Perfectionist culture
Risk taking",Show more,,,,,,,,,,,
5,25-Aug-16,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW11687052.htm,Anonymous employee,"Current employee, more than 3 years",,Best learning place and culture,Working stress and Balancing work,Show more,,,,,,,,,,,
5,17-Oct-16,Vice President,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW12336609.htm,Vice president operations,"Former employee, more than 10 years",Chennai,Professional Management. Good growth prospects,Lack of  work life balance,Show more,,,,,,,,,,,
3,20-Dec-16,Good company to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW13066520.htm,Anonymous employee,Former employee,,"Freedom to work
Full responsibility given for us to our job","no cons,
employee benefits are limited",Show more,,,,,,,,,,,
5,30-Jan-17,I was a great learning platform,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW13554136.htm,Mechanical engineering co-op,"Former employee, less than 1 year",Ankleshwar,,,,New technology and nice team work,no cons for this job,,,,,,,,,
5,21-Feb-17,Best Place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW13870605.htm,Anonymous employee,Current employee,,,,,Good Environment and Best place to work,Nothing to cons all is good,,,,,,,,,
4,27-Jun-17,Inspection of Modular Pipe Rack construction,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW15646387.htm,Anonymous employee,"Former employee, more than 1 year",,,,,Good working atmosphere and better facilities,Climate conditions are really bad sometimes,,,,,,,,,
5,10-Jul-17,About the work ENV,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW15836864.htm,Assistant manager,"Current employee, more than 3 years",Mumbai,Ability to execute turnkey projects,No complaints against the work environment.,Show more,,,,,,,,,,,
4,19-Jul-17,very good work environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW15967794.htm,Anonymous employee,"Current employee, more than 3 years",Mumbai,,,,very good work environment and good place for learning,should stop partiality within work,,,,,,,,,
5,31-Jul-17,Salary,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW16140239.htm,Applications developer,"Current employee, more than 1 year",Pune,Good to Work for freshers.,nothing to say bad about L&T.,Show more,,,,,,,,,,,
4,05-Aug-17,Employment review of L&T,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW16225747.htm,Engineering manager,"Current employee, more than 8 years",Calcutta,,,,"Big brand value, learning opportunities, overall project experience.","lack of global project, industry dependency.",,,,,,,,,
5,13-Aug-17,Design Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW16335940.htm,Designer,"Current employee, more than 3 years",Vadodara,"Work life balance
good salary
Good Salary
Cultural event
Onsite opportunity","Politics
hr policy
late joining
less incriment
no leaves",Show more,,,,,,,,,,,
3,26-Aug-17,overall good,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW16533687.htm,Anonymous employee,Current employee,,,,,"working culture is very good,trainings are  very frequent",company offers a low payscale;visibility is vey poor,,,,,,,,,
4,04-Sep-17,Great place to learn,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW16657499.htm,Anonymous intern,Former intern,,"It gives freedom to take ideas
Job security
supportive emoyees",You need to work overtime sometimes,Show more,,,,,,,,,,,
4,18-Sep-17,Very Good culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW16878138.htm,Anonymous employee,"Current employee, more than 5 years",Chennai,,,,"Good experience, nice and supporting team, good values",None as of now in this organisation,,,,,,,,,
4,28-Sep-17,Quality Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW17068574.htm,Anonymous employee,Former employee,,"Great learning experience ,
Best for Beginners","Long Hours working,
No overtime payment",Show more,,,,,,,,,,,
4,01-Oct-17,Structural design engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW17109165.htm,Structural design engineer,"Former employee, more than 3 years",Chennai,,,,Good for starting career and good salary,Poor management and working environment is very bad,,,,,,,,,
5,21-Oct-17,Best company for beginning your career,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW17480796.htm,Anonymous employee,"Former employee, more than 3 years",Chennai,,,,Diverse projects to work on,Work-life balance is hard to maintain,,,,,,,,,
3,24-Oct-17,Construction manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW17521422.htm,Construction manager,"Current employee, more than 10 years",Ahmedabad,"professional management, scope of learning",Very slow growth in career,Show more,,,,,,,,,,,
3,15-Nov-17,Okay,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW17909887.htm,Anonymous employee,Current employee,,Okay.okay. No pros to mention,No settling in a place. Power of senior management is more,Show more,,,,,,,,,,,
4,21-Nov-17,I like it this company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW18017400.htm,Assistant mechanical engineer,"Current employee, more than 1 year",Jāmnagar,,,,L&T pvt company is very good company,Working hours is very long time,,,,,,,,,
4,04-Mar-18,Summer internship,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW19526546.htm,Anonymous intern,Former intern,,"Good industrial environment
friendly people
good work ethic
nice environment","No canteen
Outer to the city
No bus facilities
average lunch
Tea",Show more,,,,,,,,,,,
3,14-Mar-18,GOOD,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW19680622.htm,Engineer,"Current employee, more than 3 years",,,,,Great experience Good people but hard to work,There was a great team.Good people but hard to work,,,,,,,,,
4,04-May-18,Interning at L&T,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW20444894.htm,Summer intern,"Current intern, less than 1 year",Mumbai,,,,"Amicable environment to work, Moderate Pay,","AT times communication is not done properly, complex structure",,,,,,,,,
3,22-May-18,Graduate Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW20695938.htm,Graduate engineer,"Current employee, more than 8 years",North West,,,,"I am good in Thermodynamics, Strength of Material and Production.",I have a little knowledge of Autocad.,,,,,,,,,
4,21-May-18,Good company for freshers,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW20675396.htm,Anonymous employee,Former employee,,"Timely salary
5.5 days a week
new learning opportunities",no team building activities for site employees,Show more,,,,,,,,,,,
4,26-May-18,Sr Dy Gen Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW20762681.htm,Senior dy gen manager,"Former employee, more than 10 years",Mumbai,,,,Offers ample opportunities to learn and grow professionally.,"Sometimes, decision making could be slow.",,,,,,,,,
4,30-May-18,SR. Engineer - HIGHWAYS,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW20813886.htm,Highway engineer,"Current employee, more than 3 years","Raipur, Chhattisgarh",,,,"learning , team work , feel like an engineer","work timings, remote areas, transfers",,,,,,,,,
4,15-Jun-18,Assistant Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW21064459.htm,Assistant engineer,"Current employee, more than 3 years",Mysore,,,,"Very good learning opportunity, and Location.",The career growth is slow compared to other pvt companies.,,,,,,,,,
4,20-Jul-18,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW21572584.htm,Anonymous employee,Current employee,,"Good company & work timings
Good environment","Not enough pay
Lethargic Management
No proper hike",Show more,,,,,,,,,,,
4,15-Aug-18,Great company to start at,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW21990580.htm,Anonymous employee,"Former employee, more than 5 years",Bengaluru,,,,Lot of opportunities to learn on own,Limited guidance in terms growth track,,,,,,,,,
4,26-Aug-18,Good company to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW22163133.htm,Anonymous employee,Current employee,,,,,Carreer opportunities and salary is very good,Work life balance is very bad,,,,,,,,,
4,22-Sep-18,Senior Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW22607334.htm,Anonymous employee,"Current employee, more than 3 years",Mumbai,,,,"Steep learning curve for newcomers, keenness to adopt better technology",Office politics and regionalism affect ratings,,,,,,,,,
4,05-Oct-18,Sr. Design Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW22823462.htm,Anonymous employee,Former employee,,good people to work with,to much of rigid systems,Show more,,,,,,,,,,,
3,06-Oct-18,Senior engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW22829357.htm,Anonymous employee,Former employee,,,,,"Pays salary on time, gud facilities and benefits","No Worklife balance, lot of politics in office /site",,,,,,,,,
2,22-Oct-18,No personal life,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW23072361.htm,Assistant manager - design & estimation,"Current employee, more than 3 years",Surat,"Bonly brand name particularly at Hazira location
Package is good","No Personal life, unprofessional working people",Show more,,,,,,,,,,,
4,04-Nov-18,Intern review,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW23258503.htm,Anonymous intern,Former intern,,,,,Lots of oppurtunity for intern to learn,No proper guidance or attention is given to intern,,,,,,,,,
3,18-Nov-18,Work Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW23472823.htm,Telecom proposals engineer,"Former employee, more than 1 year",Mumbai,,,,Safe and secure. Friendly work environment. Continuous learning,"Salary, no free food, training sometimes irrelevant to job",,,,,,,,,
5,03-Jan-19,Business Head,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24047931.htm,Anonymous employee,"Current employee, more than 3 years",Chennai,,,,Indian Multi-national with over 70 years EPC experience.,with diverse portfolio and businesses. Central Management,,,,,,,,,
4,09-Jan-19,Can get early boast,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24127608.htm,Anonymous employee,Current employee,,,,,Good stuff to learn from big projects,less work life balance and long hours,,,,,,,,,
2,17-Jan-19,Tax Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24252002.htm,Tax manager,"Current employee, more than 1 year",Mumbai,Good Medical Policy and work life balance,Very low compensation and appraisals,Show more,,,,,,,,,,,
3,23-Jan-19,Indian MNC,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24340987.htm,Sales manager,"Current employee, more than 8 years",,"Friendly environment, no individual pressure on target","1.Partiality is clearly visible.
2. Growth is not dependent on performance.",Show more,,,,,,,,,,,
4,26-Jan-19,Good company to work for,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24398907.htm,Anonymous employee,Former employee,,,,,It is a really nice place to work.,I didn't see any downside,,,,,,,,,
4,05-Feb-19,Lead Civil/Structural Engineer,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24543332.htm,Lead civil/structural engineer,"Current employee, more than 10 years",,Multidisciplinary Engineering Conglomerate in India,Nothing to say as cons,Show more,,,,,,,,,,,
4,06-Feb-19,working culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24559164.htm,Anonymous employee,"Former employee, more than 1 year",,"very good training, skill development, empowerment",salary can be better for fresheres,Show more,,,,,,,,,,,
5,07-Feb-19,Job security,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24585227.htm,Anonymous employee,Current employee,,,,,"Prestigious organization,Good job security and great learning experience",I dont see any cons till now,,,,,,,,,
5,21-Feb-19,Project Leader,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24806947.htm,Project lead,"Current employee, more than 1 year",Hyderābād,Good company to explore so many opportunities,No cons. Keep rocking,Show more,,,,,,,,,,,
4,02-Mar-19,What do i write,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW24954897.htm,Anonymous employee,Former employee,,,,,Working environment. Brand name. Employee benefits.,Long working hours. Strict timings of the company.,,,,,,,,,
4,10-Mar-19,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Larsen-and-Toubro-RVW25085128.htm,Supply chain,"Current employee, more than 8 years",Vadodara,,,,Good environment and ample learning opportUnities,Lack of  flexible hours and work from home options,,,,,,,,,
