"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_reviewHelpfulCount__vhobW"
"4.0","7 Jul 2023","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78043033.htm","Specialist","Current employee, more than 3 years","Navi Mumbai","Work life balance Good working environment","Most projects are for support only","Show more",""
"2.0","11 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78152294.htm","Specialist","Former employee, more than 1 year","Noida","","","",""
"3.0","11 Jul 2023","Working@ mindtree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78172054.htm","Senior projectmanager","Current employee","Bengaluru","","","",""
"1.0","31 Aug 2023","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79645938.htm","Specialist","Current employee, less than 1 year","Hyderābād","","","","1"
"1.0","28 Mar 2023","The worst process in the company.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW74973762.htm","Active directory administrator","Current employee","","The only pros is the company gave me a good hike and the manager never says no for leaves.","The worst process to be in. Too much workload. The highest attrition rate. The managers will always take the side of the incident managers, CSAM or basically anyone against their team members no matter what. The seniors are not knowledgeable at all. It feels like you are PHD student. Only you can help yourself. The lowest possible appraisal. No work from home. No both side cab. No night shift allowance. Always a night shift.","Show more",""
"4.0","18 May 2023","Good Organisation for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76544516.htm","Software engineer","Current employee, more than 1 year","Global Village","","","",""
"5.0","10 Jul 2023","F","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78101205.htm","Quality engineer","Current employee","Pune","","","",""
"5.0","2 Jul 2023","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77898412.htm","Senior software engineer","Current employee, more than 3 years","Pune","","","",""
"4.0","26 Jun 2023","Good place to work at","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77712348.htm","Senior software engineer","Current employee, more than 1 year","Navi Mumbai","","","",""
"1.0","24 Aug 2023","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79439874.htm","Anonymous employee","Current employee, more than 1 year","","","","",""
"5.0","10 Jun 2023","Best organization for work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77248707.htm","Senior quality engineer","Current employee, more than 1 year","Bengaluru","","","",""
"3.0","9 May 2023","Average Company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76257619.htm","Senior data engineer","Current employee, more than 1 year","Pune","If you get a good team, you will like working here.","They boast about employee benefits but in reality there are next to no benefits here.","Show more",""
"1.0","10 Jul 2023","I worked as contract employee","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78135342.htm","Junior consultant","Current contractor, more than 1 year","Chennai","Good working culture Good teammates Work-life balance is better than other companies","Lack of job safety Lack of projects after merging Does not have efficient space in the office","Show more",""
"3.0","5 Jun 2023","Overall a Good Company with good number of Projects","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77104078.htm","Software engineer","Current employee","Pune","","","",""
"1.0","29 Aug 2023","Don’t join LTI","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79602385.htm","Anonymous employee","Current employee","","","","",""
"4.0","4 Jul 2023","good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77944133.htm","Java sse","Current employee, more than 3 years","Bangalore Rural","","","",""
"4.0","12 Jun 2023","Overall it's a good company to work with.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77315938.htm","Senior qa engineer","Current employee, more than 5 years","Bengaluru","","","",""
"5.0","26 Jun 2023","okay","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77742665.htm","Data engineer","Current contractor","Mumbai","","","",""
"5.0","27 Jun 2023","Good place to wrok","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77744163.htm","Service engineer","Current employee","Chennai","","","",""
"1.0","1 Sept 2023","LTIMINDTREE","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79702328.htm","Performance test engineer","Current employee","Chennai","","","","1"
"4.0","1 Jul 2023","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77889826.htm","Sr. manager it","Current employee, more than 3 years","Hyderābād","","","",""
"4.0","17 Jun 2023","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77471453.htm","Associate principal","Current employee, more than 5 years","Hyderābād","","","",""
"3.0","17 Jun 2023","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77476922.htm","Software engineer","Current employee, more than 1 year","Bengaluru","","","",""
"3.0","24 Jun 2023","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77680836.htm","Project manager","Current employee, more than 1 year","Pune","","","",""
"5.0","6 Jul 2023","Nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78012322.htm","Specialist marketing","Former employee, more than 1 year","Pune","","","",""
"4.0","7 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78039797.htm","Module lead","Current employee","Bengaluru","","","",""
"5.0","29 Jun 2023","Company rating","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77826825.htm","Software engineer","Former employee, more than 1 year","Mumbai","","","",""
"3.0","22 Jun 2023","good for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77642996.htm","Data engineer","Current employee, more than 1 year","Hyderābād","","","",""
"5.0","23 Jun 2023","Very good to work with this LTIMindtree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77649382.htm","Senior software developer","Current employee, more than 1 year","Hyderābād","","","",""
"4.0","13 Jun 2023","Experience in LTI","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77331645.htm","Senior software engineer","Former employee, more than 1 year","Pune","","","",""
"3.0","28 Jun 2023","Nice place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77781391.htm","Data engineer","Current employee","Hyderābād","","","",""
"3.0","28 Jun 2023","Competitive Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77790007.htm","Software developer","Current employee","Pune","","","",""
"5.0","2 Jul 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77902691.htm","Specialist","Current employee, more than 1 year","Bengaluru","","","",""
"4.0","18 Jun 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77492571.htm","Senior test engineer","Former employee, more than 1 year","Bengaluru","","","",""
"1.0","8 Jun 2023","Worst company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77184323.htm","Specialist software engineering","Current employee, less than 1 year","Pune","Not even single reason to work here.","After the merger with mindtree they are having hire and fire policy. If you are a billable resource still you will get fired in 1 day without any reasons. HR will directly call you and force to resign otherwise they will terminate you without any reason. So please don't join this organisation.","Show more","1"
"5.0","28 Jun 2023","Good experience.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77802509.htm","C1 engineer","Former employee","Hyderābād","","","",""
"4.0","29 Jun 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77817747.htm","Graduate trainee","Current employee, less than 1 year","Hyderābād","","","",""
"4.0","5 Jun 2023","If you want to join , be prepared to face the Bench first and its having short term projects","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77102585.htm","Software engineer","Current employee, more than 1 year","Hyderābād","","","",""
"4.0","19 Jun 2023","LtiMindtree is Very Good company as per my experience.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77512975.htm","Specialist","Current employee, more than 8 years","Bengaluru","","","",""
"5.0","2 Jul 2023","average","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77893975.htm","Project manager","Former employee","Hyderābād","","","",""
"5.0","13 May 2023","Good company in terms of Cloud technologies","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76394302.htm","Technical lead","Current employee, more than 8 years","Hyderābād","We can work on latest technologies Good work life balance Intime salary Shift in any project","Low hike Less number of branches across India No location in vizag","Show more",""
"1.0","22 Aug 2023","LTIMindtree","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79393908.htm","Software development engineer in test (sdet)","Current employee, more than 1 year","Bengaluru","","","",""
"4.0","29 Jun 2023","Good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77844724.htm","Senior network security engineer","Current employee","Bengaluru","","","",""
"1.0","18 Aug 2023","Not an Employee friendly company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW79265833.htm","Manager","Current employee, more than 3 years","Bengaluru","","","",""
"5.0","6 Jun 2023","Employee friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77120529.htm","Project manager","Current employee, more than 10 years","Navi Mumbai","it treats the employee the way it should be treated.","salary growth is minimal, should be more stable onsite","Show more",""
"5.0","4 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77964584.htm","Senior specialist","Current employee","","","","",""
"5.0","5 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77970197.htm","Senior software engineer","Current employee","Bangalore Rural","","","",""
"4.0","28 Jun 2023","Company review","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77784405.htm","Software engineer","Current employee, more than 1 year","Noida","","","",""
"3.0","3 Jul 2023","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77912724.htm","Senior software engineer","Former employee, more than 8 years","Airoli","","","",""
"4.0","7 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78062716.htm","Senior consultant","Current employee, more than 1 year","Airoli","","","",""
"5.0","4 Apr 2023","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW75204630.htm","Data engineer","Current employee, more than 1 year","Mumbai","There are many projects available to work in so really good place to learn and grow. Since the merger of lti and mindtree, the opportunities have grown. The work life balance is amazing here.","Downsides could be the appraisal as a fresher who had 2 years bond with the organization, the appraisal Percentage could have been better.","Show more",""
"5.0","5 Jul 2023","Nice","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77982296.htm","Senior cloud engineer","Former employee","Bengaluru","","","",""
"5.0","29 May 2023","A Glimpse into LTIMindtree's Phenomenal Culture and Innovation.","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW76889647.htm","Anonymous employee","Current employee","","","","",""
"5.0","29 Jun 2023","Decent job","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77816442.htm","Business analyst","Current employee","Bengaluru","","","",""
"3.0","21 Jun 2023","Good place to work for QA","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77605194.htm","Test lead","Former employee, more than 5 years","Bengaluru","","","",""
"3.0","21 Jun 2023","AP","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77606414.htm","Consultant","Current employee, less than 1 year","","","","",""
"3.0","3 Jul 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77919380.htm","Graduate intern trainee","Current employee, less than 1 year","Mysore","","","",""
"4.0","4 Jul 2023","good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77942645.htm","Senior quality engineer","Current employee","Bengaluru","","","",""
"3.0","8 Jul 2023","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW78068743.htm","Senior business analyst","Current employee, more than 1 year","Pune","","","",""
"4.0","29 Jun 2023","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-LTIMindtree-RVW77827773.htm","Software engineer","Former employee, less than 1 year","Hyderābād","Great place to begin your career","Nothing as much to my knowledge","Show more",""
